code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders
603019,中科曙光,IT设备,天津,104.91,13.02,13.02,160.65,85.36,14.35,28.44,2.18,0.192,4.64,8.7,20141106,17.43,1.34,-13.41,23.11,21.19,6.28,157380
603020,爱普股份,食品,上海,18.47,3.2,3.2,26.84,20.04,3.05,8.02,2.51,0.291,6.72,1.6,20150325,8.96,2.8,5.17,29.03,18.14,7.23,23766
603021,山东华鹏,玻璃,山东,491.9,3.2,3.2,34.3,10.73,12.69,6.03,1.89,0.006,3.56,1.76,20150423,1.83,0.57,6.27,117.06,25.52,0.51,18811
603022,新通联,广告包装,上海,109.89,2,2,8.47,3.97,2.05,1.35,0.67,0.085,3.28,5.73,20150518,2.96,1.48,-7.26,5.94,24.1,5.67,13587
603023,威帝股份,汽车配件,黑龙江,165.14,5.62,5.62,7.85,6.42,1.26,0.08,0.01,0.02,1.21,4.21,20150527,0.4,0.07,-36.76,-35.09,39.56,22.61,27800
603025,大豪科技,IT设备,北京,60.61,9.18,9.26,18.59,12.8,1.13,2.02,0.22,0.076,1.8,5.11,20150422,3.35,0.36,-35.49,-57.35,41.93,19.98,20020
603026,石大胜华,化工原料,山东,0,2.03,2.03,29.99,17.46,9.42,4.18,2.06,-0.208,8.72,5.79,20150529,9.44,4.66,-25.9,-118.8,15.35,-2.43,32102
603027,千禾味业,食品,四川,77.13,6.6,6.66,21.28,9.81,6.68,3.3,0.5,0.236,2.76,13.18,20160307,7.76,1.17,34.53,79.85,49.73,19.65,35849
603028,赛福天,钢加工,江苏,113.89,2.21,2.21,8.82,4.63,3.37,1.91,0.86,0.057,3.25,3.98,20160331,2.81,1.27,4.48,199.54,18.7,4.18,15155
603029,天鹅股份,农用机械,山东,0,0.93,0.93,12.71,7.83,2.09,2.07,2.22,-0.051,7.47,2.21,20160427,3.4,3.64,5.75,49.41,33.18,-3.41,9204
603030,全筑股份,装修装饰,上海,23.01,5.38,5.38,95.25,82.78,5.38,6.43,1.2,0.14,4.12,1.57,20150320,10.38,1.93,-38.47,-22.31,16.8,3.58,14620
603031,安德利,百货,安徽,182.73,1.12,1.12,17.18,5.38,7.76,2.13,1.9,0.079,5.61,5.15,20160822,2.94,2.63,-8.52,-22.37,23.51,1.04,5454
603032,德新交运,公路,新疆,612.61,1.6,1.6,8.13,4.14,1.8,1.17,0.73,0.016,4.28,4.52,20170105,3.53,2.21,-42.67,-46.86,10.63,9.24,21872
603033,三维股份,橡胶,浙江,65.2,2.49,4.26,46.47,18.41,4.1,15.88,3.73,0.215,6.75,4.16,20161207,7.86,1.84,-12.97,-12.46,33.6,13.47,5679
603035,常熟汽饰,汽车配件,江苏,19.62,3.12,3.12,67.73,21.41,17.61,11.62,3.72,0.43,9.65,1.58,20170105,11.65,3.73,22.14,-11.77,23.38,13.3,21000
603036,如通股份,专用机械,江苏,34.61,2.03,2.06,12.07,10.44,1.11,4.31,2.09,0.141,5.18,1.88,20161209,3.91,1.9,-7.2,15.32,45.45,22.12,17390
603037,凯众股份,汽车配件,上海,33.75,1.05,1.06,9.47,6.47,1.39,4.65,4.39,0.245,7.69,2.15,20170120,2.03,1.92,-21.96,-57.05,32.03,12.76,10448
603038,华立股份,装修装饰,广东,0,1.84,1.84,13.42,5.94,3.2,2.85,1.55,-0.083,5.61,2.05,20170116,5.72,3.11,-15.81,-140.36,14.52,-5.05,6380
603039,泛微网络,软件服务,上海,194.01,2.07,2.12,22.38,17.61,1.24,1.95,0.92,0.237,4.41,20.87,20170113,5.19,2.44,5.59,2.26,95.69,9.44,5080
603040,新坐标,机械基件,浙江,27.35,1.03,1.03,9.15,5.57,1.56,2.42,2.34,0.62,7.85,4.36,20170209,4.3,4.16,-4.14,15.91,63.77,43.3,7046
603041,美思德,化工原料,江苏,24.33,1.4,1.41,9.22,7.09,1.42,2.85,2.02,0.292,5.81,2.45,20170330,3.53,2.51,-2.47,19.86,43.27,24.76,9196
603042,华脉科技,通信设备,江苏,0,1.36,1.36,21.6,12.31,5.84,5.08,3.74,-0.108,5.78,2.86,20170602,1.23,0.9,25.52,-9.56,19.63,-2.63,21149
603043,广州酒家,食品,广东,660.27,4.04,4.04,27.93,15.39,8.1,5.74,1.42,0.028,5.16,7.22,20170627,9.1,2.25,1.93,-82.28,42.98,1.18,14389
603045,福达合金,电气设备,浙江,221.83,0.95,1.38,15.49,10.69,2.49,2.46,1.79,0.031,5.69,2.42,20180517,3.64,2.65,20.45,-87.52,12.48,0.53,15104
603050,科林电气,电气设备,河北,36.08,1.62,1.62,24.55,17.16,2.31,5.02,3.1,0.203,6.99,2.09,20170414,4.42,2.73,3,25.72,26.46,6.49,20162
603053,成都燃气,供气供热,四川,25.65,0.89,8.89,65.57,27.16,26.22,13.28,1.49,0.283,3.91,3.71,20191217,10.96,1.23,-20.1,-12.87,21.78,12.36,29777
603055,台华新材,纺织,浙江,70.67,7.74,7.74,50.05,22.37,18.32,5.02,0.65,0.065,3.36,2.75,20170921,12.31,1.59,-17.47,-65.02,24.52,4.76,13266
603056,德邦股份,仓储物流,上海,49.06,2.18,9.6,94.56,54.4,24.96,3.27,0.34,0.161,4.35,3.63,20180116,26.68,2.78,-2.3,46.62,10.93,1.33,23227
603058,永吉股份,广告包装,贵州,23.93,2.25,4.19,13.27,7.51,2.88,1.11,0.26,0.188,2.58,3.48,20161223,4.39,1.05,7.24,108.89,37.39,39.6,15116
603059,倍加洁,家居用品,江苏,32.78,0.25,1,12.84,7.35,2.9,5.1,5.1,0.491,10.01,3.22,20180302,3.62,3.62,-7.66,-9.92,26.95,13.68,9035
603060,国检集团,建筑工程,北京,112.64,4.31,4.31,18.38,7.54,5.05,2.8,0.65,0.088,2.86,6.96,20161109,4.03,0.93,-0.11,-57.36,37.74,7.97,12829
603063,禾望电气,电气设备,深圳,18.4,4.24,4.31,44.38,34.42,2.02,10.11,2.35,0.289,6.08,1.75,20170728,11.05,2.57,28.19,437.45,37.87,14,19097
603066,音飞储存,仓储物流,江苏,26.1,3.01,3.01,14.16,11.3,0.82,1.8,0.6,0.199,3.39,3.06,20150611,5.19,1.72,-17.44,2.96,30.04,18.34,20897
603067,振华股份,化工原料,湖北,17.99,4.31,4.31,16.71,10.23,5.43,2,0.46,0.189,3.19,2.13,20160913,6.61,1.53,-22.47,-13.5,34.78,14.86,23765
603068,博通集成,半导体,上海,97.28,0.94,1.39,13.94,13.15,0.5,6.87,4.95,0.36,9.09,7.72,20190415,3.86,2.78,9.65,-9.1,30.1,15.2,29996
603069,海汽集团,公路,海南,0,3.16,3.16,20.27,5.35,8.37,3.76,1.19,-0.304,3.31,8.31,20160712,3,0.95,-57.45,-453.12,-14.42,-39.93,21905
603076,乐惠国际,专用机械,浙江,29.88,0.27,0.75,18.41,15.03,2.26,5.11,6.86,0.748,10.9,4.1,20171113,1.66,2.23,0.83,57.3,30.08,12.92,5845
603077,和邦生物,化工原料,四川,149.08,88.31,88.31,145.87,35.59,51.17,2.13,0.02,0.005,1.27,1.2,20120731,24.36,0.28,-20.18,-84.87,17.16,1.84,173537
603078,江化微,化工原料,江苏,136.57,1.42,1.42,14.32,5.7,1.91,2.91,2.05,0.16,5.65,7.55,20170410,3.32,2.34,13.6,40.38,32.41,8.62,24638
603079,圣达生物,食品,浙江,16.14,1.71,1.71,16.31,8.11,4.8,6.69,3.91,0.9,7.35,3.88,20170823,3.84,2.24,79.51,345.61,59.33,33.62,15558
603080,新疆火炬,供气供热,新疆,44.2,0.87,1.42,16.05,4.97,7.19,4.86,3.43,0.206,8.17,2.23,20180103,4.67,3.3,61.01,-37.42,27.92,9.28,17161
603081,大丰实业,专用机械,浙江,19.52,4.02,4.02,45.61,32.8,3.02,4.83,1.2,0.308,4.89,2.45,20170420,9.71,2.42,5.35,4.96,33.04,13.12,17856
603083,剑桥科技,通信设备,上海,0,1.48,2.52,35.89,23.04,5.36,12.9,5.11,-0.227,7.34,2.9,20171110,3.27,1.3,-1.78,-1084.02,12.32,-4.03,16204
603085,天成自控,汽车配件,浙江,53.46,2.91,3.7,23.01,11.57,6.31,4.46,1.21,0.11,1.74,5.4,20150630,-2.85,-0.77,-14.17,4.82,23.41,5.02,17983
603086,先达股份,农药化肥,山东,14.67,1.57,1.57,23.67,14.52,2.69,4,2.55,0.611,10.36,1.73,20170511,9.67,6.17,12.56,-24.59,31.53,9.93,10069
603087,甘李药业,生物制药,北京,109.06,0.56,5.62,87.36,55.36,16.31,24.74,4.41,0.548,14.64,8.16,20200629,50.51,9,0,0,90.79,25.48,42709
603088,宁波精达,专用机械,浙江,33.56,2.2,2.2,8.35,5.79,1.53,0.96,0.44,0.134,2.36,3.83,20141111,1.63,0.74,4.73,47.68,42.39,17.01,11238
603089,正裕工业,汽车配件,浙江,58.7,2.09,2.09,16.95,7.66,4.93,2.42,1.16,0.112,3.75,3.5,20170126,2.78,1.33,-13.08,-55.17,28.33,4.96,8842
603090,宏盛股份,专用机械,江苏,67.25,1,1,6.98,3.88,1.73,2.22,2.22,0.126,5.04,3.37,20160831,1.59,1.59,-18.85,-22.02,30.92,7.77,9502
603093,南华期货,多元金融,浙江,186.35,1.1,5.8,172.72,0,0.25,8.61,1.49,0.057,4.22,5.07,20190830,7.88,1.36,38.99,-36.8,0,0.63,27828
603095,越剑智能,纺织机械,浙江,28.43,0.33,1.32,23.51,18.38,0.67,12.82,9.71,0.58,14.21,1.93,20200415,4.15,3.14,0,0,24.68,17.79,17124
603096,新经典,出版业,天津,27.61,1.36,1.36,21.48,19.84,0.03,10.04,7.37,0.93,14.46,3.52,20170425,7.63,5.6,-7.75,5.18,49.92,28.67,4120
603098,森特股份,装修装饰,北京,26.66,4.8,4.8,46.68,39.64,4.97,3.88,0.81,0.185,4.2,2.34,20161216,9.58,2,-23.32,-32.43,17.48,6.78,14893
603099,长白山,旅游景点,吉林,0,2.67,2.67,12.25,2.74,6.64,2.86,1.07,-0.217,3.85,2.45,20140822,3.93,1.47,-80.9,-145.93,-174.88,-234.5,18601
603100,川仪股份,电器仪表,重庆,24.36,3.95,3.95,51.52,38.46,6.04,7.05,1.79,0.206,6.14,1.64,20140805,11.67,2.96,-3.29,-3.26,35.06,4.56,20924
603101,汇嘉时代,百货,新疆,82.69,4.7,4.7,39.65,9.67,14.51,2.07,0.44,0.036,2.97,1.99,20160506,6.78,1.44,-54.23,-34.66,33.87,1.68,23701
603103,横店影视,影视音像,浙江,0,0.74,6.34,30.43,13.22,8.49,5.74,0.9,-0.483,3.11,6.18,20171012,6.18,0.97,-92.92,-276.9,-360,-312.33,19428
603105,芯能科技,电气设备,浙江,48.37,3.08,5,29.08,6.47,21.7,7.15,1.43,0.105,3.01,3.39,20180709,2.6,0.52,48.18,300.48,46.64,22.82,49115
603106,恒银科技,IT设备,天津,89.58,1.69,4,24.01,20.03,2.41,8.63,2.16,0.051,4.04,2.28,20170920,3.15,0.79,44.74,3498.47,28.29,4.66,30368
603108,润达医疗,医药商业,上海,35.54,5.8,5.8,99.06,64.44,8.18,9.73,1.68,0.192,4.95,2.75,20150527,12.69,2.19,-10.67,-36.28,24.58,3.78,17184
603109,神驰机电,电气设备,重庆,40.02,0.37,1.47,19.05,15.58,1.43,6.54,4.46,0.345,8.66,3.19,20191231,4.48,3.05,0.73,3.49,25.94,8.22,27947
603110,东方材料,染料涂料,浙江,48.64,0.54,1.44,7.41,5.37,0.93,2.4,1.67,0.2,4.46,4.36,20171013,2.33,1.62,-2.82,18.31,39.35,16.18,10726
603111,康尼机电,运输设备,江苏,13.03,8.36,9.93,47.96,41.84,4.67,33.71,3.39,0.253,2.81,2.35,20140801,-16.82,-1.69,-9.73,85.76,35.47,15.32,30953
603112,华翔股份,机械基件,山西,31.91,0.53,4.25,21.66,12.56,7.77,4.88,1.15,0.214,3.82,3.57,20200917,3.49,0.82,0,0,20.39,10.34,56826
603113,金能科技,化工原料,山东,9.69,6.76,6.76,93.53,33.85,20.75,17.84,2.64,0.634,8.73,1.41,20170511,31.46,4.65,-11.1,9.31,17.86,11.55,29105
603115,海星股份,元器件,江苏,32.96,0.52,2.08,16.58,12.64,2.95,4.55,2.19,0.266,5.64,3.11,20190809,4.57,2.2,3.15,-22.06,23.02,10.27,16933
603116,红蜻蜓,服饰,浙江,55.83,5.76,5.76,45.21,33.77,5.99,8.11,1.41,0.066,5.86,1.25,20150629,20.25,3.51,-30.12,-65.49,33.33,3.67,23697
603117,万林物流,仓储物流,江苏,48,6.33,6.39,62.51,42.23,9.9,9.38,1.47,0.041,3.58,1.1,20150629,6.71,1.05,-20.59,-44.93,44.18,6.83,30001
603118,共进股份,通信设备,深圳,26.7,7.76,7.76,82.13,51.84,19.83,26.65,3.44,0.231,5.84,2.12,20150225,9.31,1.2,-3.67,5.25,13.8,4.62,59810
603121,华培动力,汽车配件,上海,59.71,1.19,2.59,13.97,8.95,4.12,5.81,2.24,0.115,4.21,3.26,20190111,2.2,0.85,-6.57,-39.96,30.26,10.74,27073
603123,翠微股份,百货,北京,0,5.24,5.24,55.04,20.26,17.24,17.37,3.31,-0.063,6.02,1.61,20120503,7.18,1.37,-81.9,-136.78,53.27,-7.29,14605
603126,中材节能,环境保护,天津,162.92,6.11,6.11,41.66,31.62,7.15,0.72,0.12,0.014,2.81,1.67,20140731,9.12,1.49,11.32,-81.2,15.49,0.77,43415
603127,昭衍新药,医疗保健,北京,132.9,2.26,2.27,17.21,8.39,4.37,2.03,0.9,0.34,4.09,21.7,20170825,4.31,1.9,97.82,87.17,50.16,19.04,18665
603128,华贸物流,仓储物流,上海,18.79,13.09,13.09,70.95,46.66,5.77,19.18,1.46,0.207,3.3,2.36,20120529,14.15,1.08,44.37,46.39,12.15,4.18,59829
603129,春风动力,摩托车,浙江,54.14,1.34,1.34,28.01,20.91,2.6,6.12,4.56,1.33,8.84,15.86,20170818,4.86,3.62,8.98,67.51,33.07,9.76,6934
603131,上海沪工,专用机械,上海,99.44,2.95,3.18,16.98,9.87,2.21,4.99,1.57,0.102,3.81,5.31,20160607,3.45,1.08,-3.05,27.77,28.14,9.08,16064
603133,碳元科技,元器件,江苏,0,2.09,2.11,16.18,5.71,4.65,4.6,2.18,-0.198,4.04,3.89,20170320,1.45,0.69,23.51,-69.51,12.3,-16.42,22295
603136,天目湖,旅游景点,江苏,0,0.29,1.16,14.85,5.42,5.95,3.2,2.76,-0.091,7.69,3.67,20170927,3.95,3.4,-54.22,-119.66,33.28,-10.5,7403
603138,海量数据,软件服务,北京,210.95,2.53,2.53,6.54,5.97,0.06,0.17,0.07,0.045,1.95,9.79,20170306,1.93,0.76,-17.42,-39.58,31.05,6.07,26080
603139,康惠制药,中成药,陕西,56.86,1,1,11.12,7.09,0.61,4.12,4.13,0.163,9.96,1.86,20170421,4.33,4.33,-5.27,-15.34,46.32,9.22,10227
603155,新亚强,化工原料,江苏,33.52,0.39,1.56,7.74,4.93,1.9,1.41,0.91,0.549,12.18,3.02,20200901,3.83,2.46,0,0,47.89,35.31,43732
603156,养元饮品,软饮料,河北,24.31,7.67,12.65,129.28,98.31,7.97,27.1,2.14,0.559,8.61,3.16,20180212,64.33,5.08,-48.4,-44.22,51.11,39.66,24758
603158,腾龙股份,汽车配件,江苏,41.54,2.17,2.17,26.65,14.94,5.54,2.75,1.27,0.28,5.05,4.52,20150320,6.1,2.81,56.39,25.16,31.26,8.75,8841
603159,上海亚虹,专用机械,上海,67.4,1.4,1.4,5.41,2.96,1.53,0.82,0.59,0.093,3.02,4.16,20160812,1.78,1.27,-9.36,190.27,19.57,5.79,10364
603160,汇顶科技,元器件,深圳,63.42,4.53,4.57,84.44,57.7,3.82,16.42,3.59,1.32,15.01,11.05,20161017,48.23,10.56,5.87,-41.26,51.63,19.55,100572
603161,科华控股,汽车配件,江苏,3340.55,0.69,1.33,32.92,13.54,12.69,7.15,5.36,0.002,9.66,1.56,20180105,3.82,2.86,-10.84,-99.38,12.42,0.04,12890
603165,荣晟环保,造纸,浙江,15.54,2.48,2.48,19.91,12.98,4.66,2.4,0.97,0.459,5.79,2.47,20170117,8.6,3.46,-11.56,-7.85,16.87,14.24,12711
603166,福达股份,汽车配件,广西,23.31,5.92,5.92,33.27,13.82,15.14,10.52,1.78,0.15,3.62,1.93,20141127,4.31,0.73,6.31,30,25.47,11.03,26798
603167,渤海轮渡,水运,山东,2232.3,4.66,4.73,50.92,5.91,33.72,9.82,2.08,0.003,6.86,1.71,20120906,15.69,3.32,-38.68,-99.54,14.61,0.25,25200
603168,莎普爱思,化学制药,浙江,0,3.23,3.23,15.48,9.14,5.79,6.2,1.92,-0.045,4.56,1.98,20140702,4.19,1.3,-47.93,-156.66,46.42,-10.58,23022
603169,兰石重装,专用机械,甘肃,0,10.52,10.52,108.99,76.23,24.44,14.73,1.4,-0.079,1.66,2.85,20141009,-8.89,-0.85,-28.02,-352.5,11.85,-7.14,54051
603177,德创环保,环境保护,浙江,0,2.02,2.02,13.57,10.95,1.22,1.16,0.57,-0.165,2.48,3.59,20170207,1.42,0.7,-39.54,-123.65,20.85,-19.39,16278
603178,圣龙股份,汽车配件,浙江,64.85,2.01,2.02,18.74,6.82,7.04,3.26,1.61,0.083,3.14,3.42,20170328,0.78,0.39,-4.37,134.54,11.09,3.29,14854
603179,新泉股份,汽车配件,江苏,52.19,3.09,3.09,48.84,31.85,10.61,8.32,2.69,0.39,6.21,5.36,20170317,7.01,2.26,7.96,6.2,22.88,6.31,7350
603180,金牌厨柜,家居用品,福建,46.91,0.93,0.95,28.1,15.08,7.14,4.19,4.43,0.66,12.26,4.98,20170512,6.43,6.8,5.51,-11.93,33.42,7.42,12633
603181,XR皇马科,化工原料,浙江,25.7,2.8,4.06,24.35,10.88,8.16,5.14,1.27,0.355,4.13,4.42,20170824,8.25,2.03,-6.89,21.78,23.87,17.86,12934
603183,建研院,建筑工程,江苏,42.18,2.44,2.98,15.82,8.57,1.87,5.56,1.86,0.12,3.99,2.26,20170905,3.32,1.11,7.96,14.11,47.14,11.13,24155
603185,上机数控,机床制造,江苏,57.02,0.58,2.33,38.93,22.65,8.95,8.5,3.66,0.65,7.81,9.44,20181228,6.74,2.9,269.78,57.44,23.55,13.89,9978
603186,华正新材,元器件,浙江,47.53,1.29,1.42,30.02,18.89,6.94,8.03,5.65,0.44,9.95,3.92,20170103,4.31,3.03,0.1,29.5,22,6.15,14579
603187,海容冷链,机械基件,山东,25.32,1.18,1.58,24.67,19.19,4.43,6.78,4.28,1.02,9.85,5.19,20181129,6.63,4.18,16.98,10.13,34.63,15.81,10678
603189,网达软件,软件服务,上海,76.29,2.21,2.21,10.05,7.03,1.06,3.72,1.69,0.15,3.85,5.95,20160914,2.25,1.02,35.3,102.24,49.54,20.62,31539
603192,汇得科技,化工原料,上海,33.71,0.27,1.07,15.4,11.22,0.74,7.16,6.71,0.391,11.35,2.32,20180828,3.38,3.17,-26.92,-36.71,22.5,8.71,10129
603195,公牛集团,电气设备,浙江,60.08,0.6,6.01,105.43,86.7,12.21,38,6.33,1.36,12.63,12.73,20200206,29.22,4.86,-17.35,-24.62,37.64,19.56,31531
603196,日播时尚,服饰,上海,0,2.4,2.4,9.73,5.65,1.53,3.83,1.6,-0.407,3.24,2.58,20170531,1.03,0.43,-39.92,-499.63,60.51,-31.35,13815
603197,保隆科技,汽车配件,上海,37.26,1.64,1.65,37.75,22.46,8.86,1.68,1.02,0.4,6.67,4.39,20170519,7.54,4.57,-9.12,14.87,31.04,4.69,21710
603198,迎驾贡酒,白酒,安徽,25.55,8,8,63.16,43.12,14.07,13.03,1.63,0.416,5.65,3.76,20150528,20.18,2.52,-27.32,-25.14,66.89,24.34,43676
603199,九华旅游,旅游景点,安徽,0,1.11,1.11,13.35,4.42,6.7,3.33,3.01,-0.284,10.35,2.25,20150326,6.15,5.55,-73.5,-139.03,-14.14,-40.89,10348
603200,上海洗霸,环境保护,上海,40.59,1,1.01,11.58,9.52,0.35,3.83,3.8,0.399,8.04,4.02,20170601,3.05,3.03,-3.88,-2.47,33.72,15.51,19100
603203,快克股份,专用机械,江苏,27.41,1.57,1.57,12.26,10.72,1.34,3.63,2.32,0.528,6.61,4.38,20161108,4.58,2.92,1.57,5.7,53.24,37.18,9069
603208,江山欧派,家居用品,浙江,53.07,1.05,1.05,30.98,18.94,8.16,4.93,4.7,1.285,13,10.49,20170210,6.78,6.45,45.39,65.71,31.64,12.71,7579
603212,赛伍技术,塑料,江苏,86.59,0.4,4,25.62,21.6,2.53,8.06,2.01,0.19,4.34,7.07,20200430,4.79,1.2,0,0,18.16,7.98,24080
603214,爱婴室,百货,上海,51.57,0.78,1.43,17.49,13.98,0.77,4.32,3.03,0.32,7.12,4.47,20180330,4.55,3.19,-7.07,-29.18,30.15,4.03,9666
603217,元利科技,化工原料,山东,26.53,0.41,1.27,24.1,16.37,6.17,12.23,9.59,0.545,17.03,1.7,20190620,7.74,6.07,-12.61,-20.98,21.77,12.96,15166
603218,日月股份,工程机械,浙江,23.55,8.22,8.3,71.33,53.09,12.98,6.46,0.78,0.55,4.93,4.69,20161228,21.88,2.64,45.45,89.98,28.47,18.25,14980
603220,中贝通信,通信设备,湖北,520.93,1.86,3.38,34.68,29.71,2.19,7.42,2.2,0.015,4.65,3.38,20181115,4.33,1.28,-6.55,-87.89,16.59,0.86,34844
603221,爱丽家居,家居用品,江苏,40.03,0.6,2.4,16.99,12.12,3.5,6.97,2.9,0.21,5.9,2.49,20200323,4.33,1.8,0,0,20.67,8.36,26573
603222,济民制药,化学制药,浙江,519.76,3.2,3.2,20.53,6.33,7.22,1.77,0.55,0.034,2.64,13.33,20150217,3.12,0.98,-9.48,-55.64,40.53,3.16,15295
603223,恒通股份,供气供热,山东,76.65,2.82,2.82,18.5,8.68,5.74,4.41,1.56,0.09,3.74,3.69,20150630,3.05,1.08,-30.85,119.85,4.55,1.05,9211
603225,新凤鸣,化纤,浙江,36.87,11.8,13.96,268.96,75.89,135.01,34.46,2.47,0.15,8.05,1.32,20170418,62.92,4.51,-16.93,-65.7,5.21,1.49,28918
603226,菲林格尔,家居用品,上海,199.62,2.08,2.1,11.63,8.35,2.45,2.6,1.24,0.031,4.41,2.77,20170615,4.1,1.95,-42.66,-84.43,19.25,3.36,13550
603227,雪峰科技,化工原料,新疆,138.48,6.59,6.59,31.37,14.16,10.02,3.26,0.5,0.018,1.89,2.57,20150515,1.9,0.29,-25.87,-31.62,19.52,1.75,37294
603228,景旺电子,元器件,深圳,30.57,8.39,8.51,92.07,53.45,27.3,18.69,2.2,0.57,6.76,5.07,20170106,30.44,3.58,10.07,12.06,30.21,15.22,24071
603229,奥翔药业,化学制药,浙江,77.72,2.24,2.24,8.94,5.78,1.99,1.65,0.74,0.235,3.06,11.92,20170509,2.68,1.2,62.38,69.46,56.06,25.06,14603
603232,格尔软件,软件服务,上海,0,1.72,1.93,8.04,6.41,0.65,1.39,0.72,-0.2,3.52,9.11,20170421,2.68,1.39,1.61,-553.72,48,-31.25,10460
603233,大参林,医药商业,广东,44.31,6.56,6.56,90.32,56.06,9.99,16.65,2.54,0.906,7.2,11.15,20170731,22.35,3.41,32.14,56.21,38.07,8.57,12252
603236,移远通信,通信设备,上海,153.41,0.71,1.07,39.89,34.47,2.12,11.6,10.84,0.651,16.3,12.25,20190716,4.42,4.13,46.22,-10.94,20.35,2.79,15526
603238,诺邦股份,纺织,浙江,18.04,1.2,1.2,18.95,7.81,6.72,3.28,2.73,1.018,8.19,4.48,20170222,4.89,4.08,72.83,209.71,38.7,13.84,6874
603239,浙江仙通,汽车配件,浙江,38.88,2.71,2.71,10.66,6.29,2.64,3.01,1.11,0.19,3.37,4.39,20161230,2.67,0.99,-11.37,13.66,39.44,19.5,14529
603256,宏和科技,玻璃,上海,78.19,1.36,8.78,19.79,9.85,2.38,2.94,0.34,0.073,1.62,7.03,20190719,2.06,0.23,-5.81,5.76,40.4,20.9,26267
603258,电魂网络,互联网,浙江,23.25,2.41,2.44,27.15,17.9,2.06,9.04,3.7,0.88,8.56,4.67,20161026,8.39,3.44,61.63,146.17,86.63,44.25,21873
603259,药明康德,化学制药,江苏,65.96,14.13,23.79,308.75,113.7,47.73,95.26,4,0.75,8.02,11.88,20180508,69.38,2.92,22.68,62.49,36.9,23.75,76465
603260,合盛硅业,化工原料,浙江,31.12,3.65,9.38,179.12,39.88,105.87,20.24,2.16,0.479,9.31,3.2,20171030,55.83,5.95,-10.24,-31.29,26.44,10.74,26999
603266,天龙股份,塑料,浙江,29.98,1.97,1.99,11.88,8.65,2.15,2.56,1.29,0.196,4.74,2.48,20170110,4.48,2.25,-5.41,39.72,26.33,9.78,15455
603267,鸿远电子,元器件,北京,45.93,1.58,2.31,26.41,22.75,1.31,12.52,5.41,0.887,9.93,8.21,20190515,7.41,3.2,27.44,15.9,50.06,29.64,20663
603268,松发股份,陶瓷,广东,914.58,1.24,1.24,11.81,4.57,2.54,2.13,1.71,0.01,5.2,3.61,20150319,2.87,2.31,-36.19,-90.86,38.04,0.75,6590
603269,海鸥股份,机械基件,江苏,660.93,1.13,1.13,17.45,13.55,2.09,2.26,2.01,0.011,7.31,1.91,20170517,3.02,2.68,-17.79,-90.44,28.44,0.51,8584
603277,银都股份,专用机械,浙江,21.73,4.05,4.1,27.72,19.45,5.39,7.53,1.84,0.291,5.05,2.5,20170911,7.48,1.82,-18.17,-20.43,45.97,17.81,22314
603278,大业股份,钢加工,山东,32.95,1.2,2.9,39.87,22.31,14.45,6.01,2.07,0.136,5.52,1.62,20171113,6.75,2.33,-6.84,-67.53,9.69,3.19,16596
603279,景津环保,环境保护,山东,25.01,1.9,4,47.62,36.15,7.97,11.92,2.98,0.415,6.5,3.19,20190729,8.75,2.19,-18.69,-5.83,32.86,12.35,15396
603283,赛腾股份,专用机械,江苏,45.86,0.49,1.76,26.38,16.47,2.04,5.38,3.05,0.589,5.78,9.35,20171225,3.2,1.82,36.75,71.88,48.76,15.22,13104
603286,日盈电子,汽车配件,江苏,119.4,0.88,0.88,7.79,3.64,2.33,1.96,2.23,0.072,5.22,3.3,20170627,1.5,1.7,12.55,-30,25.75,3.13,9061
603288,海天味业,食品,广东,78.2,32.4,32.4,236.39,185.42,36.87,7.91,0.24,1.004,5.22,30.07,20140211,115.18,3.55,14.12,18.27,42.94,28.05,46583
603289,泰瑞机器,专用机械,浙江,32.82,1.36,2.67,13.66,10.58,2.15,3.25,1.22,0.14,3.78,2.32,20171031,3.71,1.39,-17.95,-42.42,29.55,10.58,14497
603290,斯达半导,半导体,浙江,193.04,0.4,1.6,12.92,9.7,2.49,4.63,2.9,0.53,6.62,29.41,20200204,3.97,2.48,13.65,25.3,32.33,19.37,23001
603297,永新光学,电器仪表,浙江,35.39,0.51,1.11,12.69,8.53,1.38,5.41,4.89,0.58,10.62,3.83,20180910,4.44,4.01,-2.27,10.97,43.75,25.52,7633
603298,杭叉集团,专用机械,浙江,16.42,8.66,8.66,73.66,43.51,12.29,7.13,0.82,0.473,5.19,2.99,20161227,25.32,2.92,11.04,17.72,20.75,8.01,25395
603299,苏盐井神,化工原料,江苏,17.79,5.59,7.76,76.14,33.42,30.28,16.38,2.11,0.195,5.21,1.33,20151231,15.07,1.94,-10.49,-26.91,35.02,7.95,37522
603300,华铁应急,钢加工,浙江,36.14,6.58,8.79,58.22,12.73,33.79,6.69,0.76,0.12,2.85,2.38,20150529,6.66,0.76,26.36,-46.97,55.9,13.71,36413
603301,振德医疗,医疗保健,浙江,6.41,0.79,1.99,67.02,52.29,5.36,6.41,3.22,5.04,11.13,5.73,20180412,13.48,6.78,401.24,1544.74,45.85,25.88,20372
